1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
5,5,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,2,2,2,2,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,
5,5,4,2,2,2,2,2,4,1,1,1,1,1,1,4,4,4,2,2,3,2,2,2,2,2,4,1,1,1,1,4,4,4,4,4,4,4,1,1,
5,5,4,2,2,2,2,2,4,1,1,1,1,1,4,4,4,4,2,2,2,2,2,4,4,2,4,1,1,1,1,4,2,2,2,2,2,4,1,1,
1,1,4,2,2,3,2,2,4,1,1,1,1,1,4,2,2,2,2,2,2,2,2,4,4,2,4,1,1,1,1,4,2,2,2,2,2,4,1,1,
1,1,4,2,2,2,2,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,1,1,1,1,4,2,2,3,2,2,4,1,1,
1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,4,4,1,4,4,4,2,4,4,4,4,4,4,2,2,2,2,2,4,5,5,
1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,
1,1,4,4,4,4,4,4,4,1,1,1,1,4,4,4,1,1,1,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,
1,1,4,4,4,4,4,4,1,1,1,1,4,4,4,1,1,1,1,4,4,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,
1,1,1,4,4,4,1,1,1,1,1,1,4,4,4,1,1,1,1,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,
1,1,1,1,4,4,4,1,1,1,1,1,4,4,4,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,
1,1,1,1,1,4,4,4,1,1,1,1,1,4,4,4,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,
1,1,1,1,1,1,4,4,4,4,4,1,1,1,4,4,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,
1,1,1,1,1,4,4,4,4,4,4,4,1,1,4,4,1,4,2,2,2,2,2,4,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,
1,1,1,1,4,4,4,4,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,4,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,
1,1,1,4,4,4,1,1,1,1,1,4,4,4,2,2,2,2,2,2,3,2,2,4,4,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,
1,1,1,4,4,1,1,1,1,1,1,1,4,4,2,4,4,4,2,2,2,2,2,2,2,2,4,1,1,1,1,4,4,4,4,4,4,4,5,5,
1,1,4,4,4,1,1,1,1,1,1,1,1,4,2,4,1,4,2,2,2,2,2,4,4,2,4,1,1,1,1,4,2,2,2,2,2,4,5,5,
1,1,4,4,4,4,4,4,1,1,1,1,1,4,2,4,1,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,2,2,2,2,4,5,5,
1,1,4,4,4,4,4,4,4,1,1,1,1,4,2,4,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,2,2,3,2,2,4,1,1,
1,1,4,2,2,2,2,2,4,1,1,1,1,4,2,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,4,1,1,
1,1,4,2,2,2,2,2,4,1,1,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,2,2,2,4,1,1,
1,1,4,2,2,3,2,2,4,1,1,1,1,4,2,4,1,1,1,1,1,1,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,
5,5,4,2,2,2,2,2,4,4,4,4,4,4,2,4,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,
5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,
5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,13,13,13,13,13,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2,2,2,2,2,6,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
10,10,16,13,13,13,13,13,8,1,1,1,1,1,1,1,10,14,2,2,2,2,2,11,13,13,8,1,1,1,1,1,1,1,1,1,1,1,1,1,
10,10,14,2,2,2,2,2,6,1,1,1,1,1,1,10,10,14,2,2,3,2,2,2,2,2,6,1,1,1,1,16,13,13,13,13,13,8,1,1,
10,10,14,2,2,2,2,2,6,1,1,1,1,1,16,13,13,12,2,2,2,2,2,4,5,2,6,1,1,1,1,14,2,2,2,2,2,6,1,1,
1,1,14,2,2,3,2,2,6,1,1,1,1,1,14,2,2,2,2,2,2,2,2,6,14,2,6,1,1,1,1,14,2,2,2,2,2,6,1,1,
1,1,14,2,2,2,2,2,11,13,13,13,13,13,12,2,4,7,7,7,7,7,7,9,14,2,6,1,1,1,1,14,2,2,3,2,2,6,1,1,
1,1,14,2,2,2,2,2,2,2,2,2,2,2,2,2,6,10,1,10,10,1,10,10,14,2,11,13,13,13,13,12,2,2,2,2,2,6,10,10,
1,1,15,7,7,7,7,7,7,7,7,7,7,7,7,7,9,1,1,10,10,1,1,10,14,2,2,2,2,2,2,2,2,2,2,2,2,6,10,10,
1,1,10,10,10,10,10,10,10,1,1,1,1,10,10,10,1,1,1,10,10,1,1,1,15,7,7,7,7,7,7,7,7,7,7,7,7,9,10,10,
1,1,10,10,10,10,10,10,1,1,1,1,10,10,10,1,1,1,1,10,10,1,1,1,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,
1,1,1,10,10,10,1,1,1,1,1,1,10,10,10,1,1,1,1,10,10,1,1,1,1,1,1,1,10,10,10,10,10,10,1,1,1,1,1,1,
1,1,1,1,10,10,10,1,1,1,1,1,10,10,10,1,1,1,10,10,10,10,1,1,1,1,1,1,1,1,10,10,10,10,1,1,1,1,1,1,
1,1,1,1,1,10,10,10,1,1,1,1,1,10,10,10,1,10,10,10,10,10,10,10,1,1,1,1,1,1,1,10,10,10,10,1,1,1,1,1,
1,1,1,1,1,1,10,10,10,10,10,1,1,1,10,10,1,16,13,13,13,13,13,8,1,1,1,1,1,1,1,1,10,10,10,10,1,1,1,1,
1,1,1,1,1,10,10,10,10,10,10,10,1,1,10,10,1,14,2,2,2,2,2,6,1,1,1,1,1,1,1,10,10,10,10,1,1,1,1,1,
1,1,1,1,10,10,10,10,1,1,10,10,10,16,13,13,13,12,2,2,2,2,2,6,1,1,1,1,1,1,1,10,10,10,1,1,1,1,1,1,
1,1,1,10,10,10,1,1,1,1,1,10,10,14,2,2,2,2,2,2,3,2,2,11,13,13,8,1,1,1,1,10,10,10,1,1,1,1,1,1,
1,1,1,10,10,1,1,1,1,1,1,1,10,14,2,4,7,5,2,2,2,2,2,2,2,2,6,1,1,1,1,16,13,13,13,13,13,8,10,10,
1,1,10,10,10,1,1,1,1,1,1,1,1,14,2,6,1,14,2,2,2,2,2,4,5,2,6,1,1,1,1,14,2,2,2,2,2,6,10,10,
1,1,10,10,10,10,10,10,1,1,1,1,1,14,2,6,1,15,7,7,7,7,7,9,14,2,11,13,13,13,13,12,2,2,2,2,2,6,10,10,
1,1,16,13,13,13,13,13,8,1,1,1,1,14,2,6,1,1,1,1,1,1,1,10,14,2,2,2,2,2,2,2,2,2,3,2,2,6,1,1,
1,1,14,2,2,2,2,2,6,1,1,1,1,14,2,6,1,1,1,1,1,1,1,1,15,7,7,7,7,7,7,5,2,2,2,2,2,6,1,1,
1,1,14,2,2,2,2,2,6,1,1,1,1,14,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,14,2,2,2,2,2,6,1,1,
1,1,14,2,2,3,2,2,6,1,1,1,1,14,2,6,1,1,1,1,1,1,10,1,1,1,10,10,10,10,10,15,7,7,7,7,7,9,1,1,
10,10,14,2,2,2,2,2,11,13,13,13,13,12,2,6,10,10,1,10,10,10,10,1,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,
10,10,14,2,2,2,2,2,2,2,2,2,2,2,2,6,10,10,10,10,10,10,10,1,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,
10,10,15,7,7,7,7,7,7,7,7,7,7,7,7,9,10,10,1,1,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
